KEY,OVERRIDE_LOGGED_BY,AP_NAME,REASON,TUITION_ELIGIBLE,UPDATED_AT,STUDENT_EXTERNAL_ID,TERM_CODE,COMMENT,MP SEARCH URL
﻿KEY,OVERRIDE_LOGGED_BY,AP_NAME,REASON,TUITION_ELIGIBLE,UPDATED_AT,STUDENT_EXTERNAL_ID,TERM_CODE,COMMENT,MP SEARCH URL
20222330_PA5441490,Spingler,AdventHealth University,guildLogic,TRUE,2023-09-12 21:02:34.829 +0000,PA5441490,20222330,Roll Call as SOT,https://ta-admin.guildeducation.com/member-payments?searchTerm=PA5441490&page=0&attribute=studentId
FA-23_1163044,West,Mercy College of Ohio,mp3override,TRUE,2023-09-08 22:28:28.406 +0000,1163044,FA-23,"TA approval from EP
https://guildeducation3.lightning.force.com/lightning/r/Case/5005e00000LauErAAJ/view",https://ta-admin.guildeducation.com/member-payments?searchTerm=1163044&page=0&attribute=studentId
202310_@01528966,West,Fullerton College,mp3override,TRUE,2023-09-08 22:26:55.796 +0000,@01528966,202310,"Learner was locked in ineligible program on term start but moved to eligible programs before add/drop - Disney approved override
https://guildeducation3.lightning.force.com/lightning/r/Case/5005e00000LcXZVAA3/view",https://ta-admin.guildeducation.com/member-payments?searchTerm=@01528966&page=0&attribute=studentId
2238_3128680,West,University of Maryland Global Campus,mp3override,FALSE,2023-09-08 22:22:40.636 +0000,3128680,2238,"REVERSE OVERRIDE - Given misinformation from Guild coach about ability to opt-out of benefit for a term
https://guildeducation3.lightning.force.com/lightning/r/Case/5005e00000Lp1dTAAR/view",https://ta-admin.guildeducation.com/member-payments?searchTerm=3128680&page=0&attribute=studentId
2232_3166664,West,University of Maryland Global Campus,mp3override,TRUE,2023-09-08 22:21:06.234 +0000,3166664,2232,"""Session-level eligibility
Started her program prior to her approved start date""
https://guildeducation3.lightning.force.com/lightning/r/Case/5005e00000NzfFVAAZ/view",https://ta-admin.guildeducation.com/member-payments?searchTerm=3166664&page=0&attribute=studentId
202308_1902423,West,Pima Medical Institute,mp3override,TRUE,2023-09-08 22:19:23.061 +0000,1902423,202308,"ART approval after term start, confirmed that learner was eligible on lock date. 
https://guildeducation3.lightning.force.com/lightning/r/Case/5005e00000LcTkbAAF/view",https://ta-admin.guildeducation.com/member-payments?searchTerm=1902423&page=0&attribute=studentId
2023FallELearn1_P000115607,West,Louisiana State University of Alexandria,mp3override,TRUE,2023-09-08 22:18:00.427 +0000,P000115607,2023FallELearn1,"showing PROG inelig, approved for BS in Nursing LSUA confirmed they are in the eligible program
https://guildeducation3.lightning.force.com/lightning/r/Case/5005e00000LbvI9AAJ/view",https://ta-admin.guildeducation.com/member-payments?searchTerm=P000115607&page=0&attribute=studentId
2023FallELearn1_P000113923,West,Louisiana State University of Alexandria,mp3override,TRUE,2023-09-08 22:17:16.471 +0000,P000113923,2023FallELearn1,"GPA is reporting 1.94, LSU confirms that their GPA is 2.55
https://guildeducation3.lightning.force.com/lightning/r/Case/5005e00000LbvI9AAJ/view",https://ta-admin.guildeducation.com/member-payments?searchTerm=P000113923&page=0&attribute=studentId
202415_B00673619,West,University of Massachusetts Global,mp3override,TRUE,2023-09-08 22:14:03.626 +0000,B00673619,202415,"Employer eligibility issue (override approved)
Employer eligibility issue (override approved)",https://ta-admin.guildeducation.com/member-payments?searchTerm=B00673619&page=0&attribute=studentId
1770_3780878,West,University of Central Florida,mp3override,TRUE,2023-09-08 22:12:25.065 +0000,3780878,1770,"ART approved after term start but an override was approved
https://guildeducation3.lightning.force.com/lightning/r/Case/5005e00000Lox0XAAR/view",https://ta-admin.guildeducation.com/member-payments?searchTerm=3780878&page=0&attribute=studentId
202410B1_W00329469,West,Wilmington University,mp3override,TRUE,2023-09-08 22:02:32.576 +0000,W00329469,202410B1,"Data Delay
https://guildeducation3.lightning.force.com/lightning/r/Case/5005e00000LcB6pAAF/view",https://ta-admin.guildeducation.com/member-payments?searchTerm=W00329469&page=0&attribute=studentId
202410B1_W00339526,West,Wilmington University,mp3override,TRUE,2023-09-08 22:01:36.710 +0000,W00339526,202410B1,"EP Exception
https://guildeducation3.lightning.force.com/lightning/r/Case/5005e00000Lc2XbAAJ/view",https://ta-admin.guildeducation.com/member-payments?searchTerm=W00339526&page=0&attribute=studentId
202330B1_W00377937,West,Wilmington University,mp3override,TRUE,2023-09-08 22:00:56.311 +0000,W00377937,202330B1,"Late Tagging
https://guildeducation3.lightning.force.com/lightning/r/Case/5005e00000LbVjrAAF/view
",https://ta-admin.guildeducation.com/member-payments?searchTerm=W00377937&page=0&attribute=studentId
202330B1_W00379572,West,Wilmington University,mp3override,TRUE,2023-09-08 21:57:20.410 +0000,W00379572,202330B1,"Late Tagging
https://guildeducation3.lightning.force.com/lightning/r/Case/5005e00000LbfU6AAJ/view",https://ta-admin.guildeducation.com/member-payments?searchTerm=W00379572&page=0&attribute=studentId
23EW6_2396954,West,Southern New Hampshire University,mp3override,TRUE,2023-09-08 21:55:29.353 +0000,2396954,23EW6,"WM exception for cGPA ineligibility
https://guildeducation3.lightning.force.com/lightning/r/Case/5005e00000LbEenAAF/view",https://ta-admin.guildeducation.com/member-payments?searchTerm=2396954&page=0&attribute=studentId
23EW5_2396954,West,Southern New Hampshire University,mp3override,TRUE,2023-09-08 21:54:53.972 +0000,2396954,23EW5,"WM exception for cGPA ineligibility
https://guildeducation3.lightning.force.com/lightning/r/Case/5005e00000LbEenAAF/view",https://ta-admin.guildeducation.com/member-payments?searchTerm=2396954&page=0&attribute=studentId
23EW6_1819873,West,Southern New Hampshire University,mp3override,TRUE,2023-09-08 21:54:12.148 +0000,1819873,23EW6,"Employer data issue - eligible through Disney
https://guildeducation3.lightning.force.com/lightning/r/Case/5005e00000LbqjVAAR/view",https://ta-admin.guildeducation.com/member-payments?searchTerm=1819873&page=0&attribute=studentId
23EW5_1819873,West,Southern New Hampshire University,mp3override,TRUE,2023-09-08 21:53:30.732 +0000,1819873,23EW5,"Employer data issue - eligible through Disney

https://guildeducation3.lightning.force.com/lightning/r/Case/5005e00000LbqjVAAR/view",https://ta-admin.guildeducation.com/member-payments?searchTerm=1819873&page=0&attribute=studentId
2302A_45370469,West,Purdue Global,mp3override,TRUE,2023-09-08 21:47:35.129 +0000,45370469,2302A,"Data delay - Inaccurate Program Eligibility due to blank program  
https://guildeducation3.lightning.force.com/lightning/r/Case/5005e00000O0FL6AAN/view",https://ta-admin.guildeducation.com/member-payments?searchTerm=45370469&page=0&attribute=studentId
2303A_45475701,West,Purdue Global,mp3override,TRUE,2023-09-08 21:46:44.887 +0000,45475701,2303A,"Duplicate ID
https://guildeducation3.lightning.force.com/lightning/r/Case/5005e00000LbvjuAAB/view",https://ta-admin.guildeducation.com/member-payments?searchTerm=45475701&page=0&attribute=studentId
2023-06-19-2023-07-30_21394614,Daves,Bellevue University,mp3override,TRUE,2023-09-08 19:46:46.825 +0000,21394614,2023-06-19-2023-07-30,"Employer Change 

https://guildeducation3.lightning.force.com/lightning/r/Case/5005e00000Kf48OAAR/view?ws=%2Flightning%2Fr%2FCase%2F5005e00000L9M2eAAF%2Fview",https://ta-admin.guildeducation.com/member-payments?searchTerm=21394614&page=0&attribute=studentId
2023-05-08-2023-06-18_21394614,Daves,Bellevue University,mp3override,TRUE,2023-09-08 19:46:09.271 +0000,21394614,2023-05-08-2023-06-18,"Employer Change

https://guildeducation3.lightning.force.com/lightning/r/Case/5005e00000Kf48OAAR/view?ws=%2Flightning%2Fr%2FCase%2F5005e00000L9M2eAAF%2Fview",https://ta-admin.guildeducation.com/member-payments?searchTerm=21394614&page=0&attribute=studentId
202310B2_W00357166,Radigan,Wilmington University,guildAsAPayor,FALSE,2023-09-07 20:19:59.246 +0000,W00357166,202310B2,GAP overrides related to Model A eligibility issue. See link: https://docs.google.com/document/d/1npxO3O-hBns6Gls36boWD0kmQ5hg0C1Jx3jlVzxKYcY/edit,https://ta-admin.guildeducation.com/member-payments?searchTerm=W00357166&page=0&attribute=studentId
202330B1_W00079203,Radigan,Wilmington University,guildAsAPayor,FALSE,2023-09-07 20:19:59.227 +0000,W00079203,202330B1,GAP overrides related to Model A eligibility issue. See link: https://docs.google.com/document/d/1npxO3O-hBns6Gls36boWD0kmQ5hg0C1Jx3jlVzxKYcY/edit,https://ta-admin.guildeducation.com/member-payments?searchTerm=W00079203&page=0&attribute=studentId
202330_V03317868,Radigan,Valencia College,guildAsAPayor,FALSE,2023-09-07 20:02:47.421 +0000,V03317868,202330,Model A Eligibility issue - https://docs.google.com/document/d/1npxO3O-hBns6Gls36boWD0kmQ5hg0C1Jx3jlVzxKYcY/edit,https://ta-admin.guildeducation.com/member-payments?searchTerm=V03317868&page=0&attribute=studentId
202321_B00586645,Radigan,University of Massachusetts Global,guildAsAPayor,FALSE,2023-09-07 20:01:53.891 +0000,B00586645,202321,Model A Eligibility issue - https://docs.google.com/document/d/1npxO3O-hBns6Gls36boWD0kmQ5hg0C1Jx3jlVzxKYcY/edit,https://ta-admin.guildeducation.com/member-payments?searchTerm=B00586645&page=0&attribute=studentId
202315_B00586645,Radigan,University of Massachusetts Global,guildAsAPayor,FALSE,2023-09-07 20:01:20.919 +0000,B00586645,202315,Model A Eligibility issue - https://docs.google.com/document/d/1npxO3O-hBns6Gls36boWD0kmQ5hg0C1Jx3jlVzxKYcY/edit,https://ta-admin.guildeducation.com/member-payments?searchTerm=B00586645&page=0&attribute=studentId
202330B1_W00363468,Radigan,Wilmington University,guildAsAPayor,FALSE,2023-09-07 20:22:11.160 +0000,W00363468,202330B1,Model A Eligibility issue - https://docs.google.com/document/d/1npxO3O-hBns6Gls36boWD0kmQ5hg0C1Jx3jlVzxKYcY/edit,https://ta-admin.guildeducation.com/member-payments?searchTerm=W00363468&page=0&attribute=studentId
202330B1_W00363468,Summers,Wilmington University,guildLogic,TRUE,2023-09-06 18:15:13.640 +0000,W00363468,202330B1,E9Y eligibility(SOT) is true and ECI eligiblity is false.,https://ta-admin.guildeducation.com/member-payments?searchTerm=W00363468&page=0&attribute=studentId
202330B1_W00364140,Summers,Wilmington University,guildLogic,TRUE,2023-09-06 18:15:13.633 +0000,W00364140,202330B1,E9Y eligibility(SOT) is true and ECI eligiblity is false.,https://ta-admin.guildeducation.com/member-payments?searchTerm=W00364140&page=0&attribute=studentId
202330B1_W00364140,Radigan,Wilmington University,guildAsAPayor,FALSE,2023-09-07 20:21:57.452 +0000,W00364140,202330B1,Model A Eligibility issue - https://docs.google.com/document/d/1npxO3O-hBns6Gls36boWD0kmQ5hg0C1Jx3jlVzxKYcY/edit,https://ta-admin.guildeducation.com/member-payments?searchTerm=W00364140&page=0&attribute=studentId
202330B2_W00349228,Summers,Wilmington University,guildLogic,TRUE,2023-09-06 18:15:13.627 +0000,W00349228,202330B2,E9Y eligibility(SOT) is true and ECI eligiblity is false.,https://ta-admin.guildeducation.com/member-payments?searchTerm=W00349228&page=0&attribute=studentId
202330B1_W00349228,Summers,Wilmington University,guildLogic,TRUE,2023-09-06 18:15:13.618 +0000,W00349228,202330B1,E9Y eligibility(SOT) is true and ECI eligiblity is false.,https://ta-admin.guildeducation.com/member-payments?searchTerm=W00349228&page=0&attribute=studentId
202330B1_W00368562,Radigan,Wilmington University,guildAsAPayor,FALSE,2023-09-07 20:22:04.343 +0000,W00368562,202330B1,Model A Eligibility issue - https://docs.google.com/document/d/1npxO3O-hBns6Gls36boWD0kmQ5hg0C1Jx3jlVzxKYcY/edit,https://ta-admin.guildeducation.com/member-payments?searchTerm=W00368562&page=0&attribute=studentId
202330B1_W00368562,Summers,Wilmington University,guildLogic,TRUE,2023-09-06 18:15:13.600 +0000,W00368562,202330B1,E9Y eligibility(SOT) is true and ECI eligiblity is false.,https://ta-admin.guildeducation.com/member-payments?searchTerm=W00368562&page=0&attribute=studentId
2023-05-15-2023-06-25_21251387,Peterson,Bellevue University,guildLogic,TRUE,2023-09-06 18:15:11.020 +0000,21251387,2023-05-15-2023-06-25,APO confirmed eligible,https://ta-admin.guildeducation.com/member-payments?searchTerm=21251387&page=0&attribute=studentId
2023-04-24-2023-06-04_21282870,Peterson,Bellevue University,guildLogic,TRUE,2023-09-06 18:14:09.927 +0000,21282870,2023-04-24-2023-06-04,APO confirmed eligible,https://ta-admin.guildeducation.com/member-payments?searchTerm=21282870&page=0&attribute=studentId
202330_950561869,Daves,North Carolina Agricultural and Technical State University,mp3override,TRUE,2023-09-06 16:11:28.976 +0000,950561869,202330,"Inaccurate program data from LP

https://guildeducation3.lightning.force.com/5005e00000LcgXdAAJ",https://ta-admin.guildeducation.com/member-payments?searchTerm=950561869&page=0&attribute=studentId
2023_summer_23878423,Daves,University of Arizona,mp3override,TRUE,2023-09-06 16:04:43.072 +0000,23878423,2023_summer,"Due to an error in Roll Call, student was marked as ineligible in Roll Call. Student is eligible for term and in an eligible program. 

https://guildeducation3.lightning.force.com/lightning/r/Case/5005e00000Lc0wZAAR/view",https://ta-admin.guildeducation.com/member-payments?searchTerm=23878423&page=0&attribute=studentId
289_31645696,Daves,Excelsior University,mp3override,TRUE,2023-09-06 15:53:25.586 +0000,31645696,289,"Excelsior was delayed in accepting the learner in RollCall

https://guildeducation3.lightning.force.com/lightning/r/Case/5005e00000LbqZZAAZ/view",https://ta-admin.guildeducation.com/member-payments?searchTerm=31645696&page=0&attribute=studentId
202330B2_W00329469,Daves,Wilmington University,mp3override,TRUE,2023-09-06 15:47:52.427 +0000,W00329469,202330B2,"Data Delay 

https://guildeducation3.lightning.force.com/lightning/r/Case/5005e00000LcLQiAAN/view
",https://ta-admin.guildeducation.com/member-payments?searchTerm=W00329469&page=0&attribute=studentId
202330B1_W00329469,Daves,Wilmington University,mp3override,TRUE,2023-09-06 15:47:15.126 +0000,W00329469,202330B1,"Data Delay

https://guildeducation3.lightning.force.com/lightning/r/Case/5005e00000LcLQiAAN/view
",https://ta-admin.guildeducation.com/member-payments?searchTerm=W00329469&page=0&attribute=studentId
202410B1_W00372719,Daves,Wilmington University,mp3override,TRUE,2023-09-06 15:46:22.316 +0000,W00372719,202410B1,"Coding Error

https://guildeducation3.lightning.force.com/lightning/r/Case/5005e00000LbjdGAAR/view",https://ta-admin.guildeducation.com/member-payments?searchTerm=W00372719&page=0&attribute=studentId
202330B1_W00372719,Daves,Wilmington University,mp3override,TRUE,2023-09-06 15:45:44.736 +0000,W00372719,202330B1,"Coding Error 

https://guildeducation3.lightning.force.com/lightning/r/Case/5005e00000LbjdGAAR/view",https://ta-admin.guildeducation.com/member-payments?searchTerm=W00372719&page=0&attribute=studentId
202330B1_W00377624,Daves,Wilmington University,mp3override,TRUE,2023-09-06 15:43:31.812 +0000,W00377624,202330B1,"Coding Error

https://guildeducation3.lightning.force.com/lightning/r/Case/5005e00000LcPvrAAF/view",https://ta-admin.guildeducation.com/member-payments?searchTerm=W00377624&page=0&attribute=studentId
202320B2_W00377624,Daves,Wilmington University,mp3override,TRUE,2023-09-06 15:42:50.466 +0000,W00377624,202320B2,"Coding Error

https://guildeducation3.lightning.force.com/lightning/r/Case/5005e00000LcPvrAAF/view",https://ta-admin.guildeducation.com/member-payments?searchTerm=W00377624&page=0&attribute=studentId
202330B1_W00371443,Daves,Wilmington University,mp3override,TRUE,2023-09-06 15:37:59.714 +0000,W00371443,202330B1,"Data Delay

https://guildeducation3.lightning.force.com/lightning/r/Case/5005e00000LbuKZAAZ/view",https://ta-admin.guildeducation.com/member-payments?searchTerm=W00371443&page=0&attribute=studentId
202330B2_W00379000,Daves,Wilmington University,mp3override,TRUE,2023-09-06 15:30:27.519 +0000,W00379000,202330B2,"Late Tagging

https://guildeducation3.lightning.force.com/lightning/r/Case/5005e00000Lc8pEAAR/view",https://ta-admin.guildeducation.com/member-payments?searchTerm=W00379000&page=0&attribute=studentId
202330B1_W00379000,Daves,Wilmington University,mp3override,TRUE,2023-09-06 15:29:29.582 +0000,W00379000,202330B1,"Late Tagging

https://guildeducation3.lightning.force.com/lightning/r/Case/5005e00000Lc8pEAAR/view",https://ta-admin.guildeducation.com/member-payments?searchTerm=W00379000&page=0&attribute=studentId
2304C_45273393,Daves,Purdue Global,mp3override,TRUE,2023-09-06 15:09:09.662 +0000,45273393,2304C,"Data delay - student not tagged as Guild

https://guildeducation3.lightning.force.com/lightning/r/Case/5005e00000LcKvVAAV/view",https://ta-admin.guildeducation.com/member-payments?searchTerm=45273393&page=0&attribute=studentId
2304C_45393274,Daves,Purdue Global,mp3override,TRUE,2023-09-06 15:08:25.869 +0000,45393274,2304C,"Walmart exception for role promotion 

https://guildeducation3.lightning.force.com/lightning/r/Case/5005e00000LcEw1AAF/view",https://ta-admin.guildeducation.com/member-payments?searchTerm=45393274&page=0&attribute=studentId
SU-23_1163044,West,Mercy College of Ohio,mp3override,TRUE,2023-09-01 22:16:13.007 +0000,1163044,SU-23,"TA approval from EP
https://guildeducation3.lightning.force.com/lightning/r/Case/5005e00000LauErAAJ/view",https://ta-admin.guildeducation.com/member-payments?searchTerm=1163044&page=0&attribute=studentId
SU-23_1128713,West,Mercy College of Ohio,mp3override,TRUE,2023-09-01 22:15:45.784 +0000,1128713,SU-23,"Student Didn't Have A Guild Approved App On Course Start - Eligibility Override
https://guildeducation3.lightning.force.com/lightning/r/Case/5005e00000LazmGAAR/view",https://ta-admin.guildeducation.com/member-payments?searchTerm=1128713&page=0&attribute=studentId
23EW1_2550050,West,Southern New Hampshire University,mp3override,TRUE,2023-09-01 22:08:33.901 +0000,2550050,23EW1,"Employer change from Kohl's to Target - eligible through Target
https://guildeducation3.lightning.force.com/lightning/r/Case/5005e00000LaNxQAAV/view",https://ta-admin.guildeducation.com/member-payments?searchTerm=2550050&page=0&attribute=studentId
23EW1_2391907,West,Southern New Hampshire University,mp3override,TRUE,2023-09-01 22:07:35.153 +0000,2391907,23EW1,"Data Delay
https://guildeducation3.lightning.force.com/lightning/r/Case/5005e00000LcKVtAAN/view",https://ta-admin.guildeducation.com/member-payments?searchTerm=2391907&page=0&attribute=studentId
23EW1_1440517,West,Southern New Hampshire University,mp3override,TRUE,2023-09-01 22:07:02.749 +0000,1440517,23EW1,"WM exception for cGPA ineligibility
https://guildeducation3.lightning.force.com/lightning/r/Case/5005e00000Lo4ATAAZ/view",https://ta-admin.guildeducation.com/member-payments?searchTerm=1440517&page=0&attribute=studentId
23EW6_2285926,West,Southern New Hampshire University,mp3override,TRUE,2023-09-01 22:06:23.623 +0000,2285926,23EW6,"Data Delay
https://guildeducation3.lightning.force.com/lightning/r/Case/5005e00000LbWoSAAV/view",https://ta-admin.guildeducation.com/member-payments?searchTerm=2285926&page=0&attribute=studentId
2303B_45414929,West,Purdue Global,mp3override,TRUE,2023-09-01 22:01:52.051 +0000,45414929,2303B,"Inaccurate Program Eligibility due to blank program 
https://guildeducation3.lightning.force.com/lightning/r/Case/5005e00000LpHxwAAF/view",https://ta-admin.guildeducation.com/member-payments?searchTerm=45414929&page=0&attribute=studentId
2302A_45417216,West,Purdue Global,mp3override,TRUE,2023-09-01 21:57:20.774 +0000,45417216,2302A,"Data delay - delay in receiving program data
https://guildeducation3.lightning.force.com/lightning/r/Case/5005e00000LbtbhAAB/view",https://ta-admin.guildeducation.com/member-payments?searchTerm=45417216&page=0&attribute=studentId
2304C_45459603,West,Purdue Global,mp3override,TRUE,2023-09-01 21:56:38.087 +0000,45459603,2304C,"Program eligibility exception for student enrolled in single course offering
https://guildeducation3.lightning.force.com/lightning/r/Case/5005e00000LoqWMAAZ/view",https://ta-admin.guildeducation.com/member-payments?searchTerm=45459603&page=0&attribute=studentId
2303A_44973023,West,Purdue Global,mp3override,TRUE,2023-09-01 21:54:21.780 +0000,44973023,2303A,"Walmart exception for role promotion
https://guildeducation3.lightning.force.com/lightning/r/Case/5005e00000Lc2JAAAZ/view",https://ta-admin.guildeducation.com/member-payments?searchTerm=44973023&page=0&attribute=studentId
2238_2074038,West,University of Maryland Global Campus,mp3override,TRUE,2023-08-25 22:17:26.259 +0000,2074038,2238,"cGPA Data Incorrect at Guild. 
https://guildeducation3.lightning.force.com/lightning/r/Case/5005e00000LcFQbAAN/view",https://ta-admin.guildeducation.com/member-payments?searchTerm=2074038&page=0&attribute=studentId
G202302_B00639928,West,University of Massachusetts Global: MyPath,mp3override,TRUE,2023-08-25 22:15:55.298 +0000,B00639928,G202302,late validation https://guildeducation3.lightning.force.com/lightning/r/Case/5005e00000LbKyqAAF/view,https://ta-admin.guildeducation.com/member-payments?searchTerm=B00639928&page=0&attribute=studentId
2237_890031735,West,"California State University, Fullerton",mp3override,TRUE,2023-08-25 22:14:42.602 +0000,890031735,2237,"Member in eligible program but showing as ""other""
https://guildeducation3.lightning.force.com/lightning/r/Case/5005e00000LcSROAA3/view",https://ta-admin.guildeducation.com/member-payments?searchTerm=890031735&page=0&attribute=studentId
2237_885341370,West,"California State University, Fullerton",mp3override,TRUE,2023-08-25 22:14:04.562 +0000,885341370,2237,"Member in eligible program but showing as ""other""
https://guildeducation3.lightning.force.com/lightning/r/Case/5005e00000LcAWOAA3/view",https://ta-admin.guildeducation.com/member-payments?searchTerm=885341370&page=0&attribute=studentId
23EW5_2192770,West,Southern New Hampshire University,mp3override,TRUE,2023-08-25 21:48:35.449 +0000,2192770,23EW5,"Walmart approval for cCPA ineligibility
https://guildeducation3.lightning.force.com/lightning/r/Case/5005e00000Lc2jwAAB/view",https://ta-admin.guildeducation.com/member-payments?searchTerm=2192770&page=0&attribute=studentId
23EW6_2447117,West,Southern New Hampshire University,mp3override,TRUE,2023-08-25 21:47:14.679 +0000,2447117,23EW6,"Ineligible Program moved to Eligible Program
https://guildeducation3.lightning.force.com/lightning/r/Case/5005e00000Mz9iJAAR/view",https://ta-admin.guildeducation.com/member-payments?searchTerm=2447117&page=0&attribute=studentId
23EW6_2680763,West,Southern New Hampshire University,mp3override,TRUE,2023-08-25 21:45:34.478 +0000,2680763,23EW6,"Data Delay
https://guildeducation3.lightning.force.com/lightning/r/Case/5005e00000Lc9WDAAZ/view",https://ta-admin.guildeducation.com/member-payments?searchTerm=2680763&page=0&attribute=studentId
23EW6_2550050,West,Southern New Hampshire University,mp3override,TRUE,2023-08-25 21:44:54.354 +0000,2550050,23EW6,"Employer change from Kohl's to Target - eligible through Target
https://guildeducation3.lightning.force.com/lightning/r/Case/5005e00000LaNxQAAV/view?ws=%2Flightning%2Fr%2FCase%2F5005e00000Lc8XOAAZ%2Fview",https://ta-admin.guildeducation.com/member-payments?searchTerm=2550050&page=0&attribute=studentId
23TW5_2773687,West,Southern New Hampshire University,mp3override,TRUE,2023-08-25 21:44:13.280 +0000,2773687,23TW5,"Data Delay
https://guildeducation3.lightning.force.com/lightning/r/Case/5005e00000LbiDgAAJ/view?ws=%2Flightning%2Fr%2FCase%2F5005e00000LbW7ZAAV%2Fview",https://ta-admin.guildeducation.com/member-payments?searchTerm=2773687&page=0&attribute=studentId
23EW6_2399637,West,Southern New Hampshire University,mp3override,TRUE,2023-08-25 21:43:36.062 +0000,2399637,23EW6,"Pepsi Approval for LOA
https://guildeducation3.lightning.force.com/lightning/r/Case/5005e00000LbQLTAA3/view",https://ta-admin.guildeducation.com/member-payments?searchTerm=2399637&page=0&attribute=studentId
23EW6_2435268,West,Southern New Hampshire University,mp3override,TRUE,2023-08-25 21:42:51.767 +0000,2435268,23EW6,"Ineligible Program moved to Eligbile Program
https://guildeducation3.lightning.force.com/lightning/r/Case/5005e00000Lam8LAAR/view",https://ta-admin.guildeducation.com/member-payments?searchTerm=2435268&page=0&attribute=studentId
23EW6_2188529,West,Southern New Hampshire University,mp3override,TRUE,2023-08-25 21:40:50.681 +0000,2188529,23EW6,"Multiple student ID's
https://guildeducation3.lightning.force.com/lightning/r/Case/5005e00000LaLepAAF/view",https://ta-admin.guildeducation.com/member-payments?searchTerm=2188529&page=0&attribute=studentId
23EW6_2766807,West,Southern New Hampshire University,mp3override,TRUE,2023-08-25 21:40:10.163 +0000,2766807,23EW6,"Data Delay
https://guildeducation3.lightning.force.com/lightning/r/Case/5005e00000LbtxxAAB/view",https://ta-admin.guildeducation.com/member-payments?searchTerm=2766807&page=0&attribute=studentId
161_SH7806770,West,Saint Francis Medical Center College of Nursing,mp3override,TRUE,2023-08-25 21:37:31.123 +0000,SH7806770,161,"Program code was incorrect, so student appeared ineligble. We have confirmed that student is eligible. 

https://guildeducation3.lightning.force.com/lightning/r/Case/5005e00000LbkxXAAR/view",https://ta-admin.guildeducation.com/member-payments?searchTerm=SH7806770&page=0&attribute=studentId
161_CNG541688,West,Saint Francis Medical Center College of Nursing,mp3override,TRUE,2023-08-25 21:36:57.403 +0000,CNG541688,161,"Program code was incorrect, so student appeared ineligble. We have confirmed that student is eligible. 

https://guildeducation3.lightning.force.com/lightning/r/Case/5005e00000LbkxXAAR/view",https://ta-admin.guildeducation.com/member-payments?searchTerm=CNG541688&page=0&attribute=studentId
161_CMO367816,West,Saint Francis Medical Center College of Nursing,mp3override,TRUE,2023-08-25 21:36:29.086 +0000,CMO367816,161,"Program code was incorrect, so student appeared ineligble. We have confirmed that student is eligible. 

https://guildeducation3.lightning.force.com/lightning/r/Case/5005e00000LbkxXAAR/view",https://ta-admin.guildeducation.com/member-payments?searchTerm=CMO367816&page=0&attribute=studentId
161_PI2183673,West,Saint Francis Medical Center College of Nursing,mp3override,TRUE,2023-08-25 21:35:57.581 +0000,PI2183673,161,"Program code was incorrect, so student appeared ineligble. We have confirmed that student is eligible. 

https://guildeducation3.lightning.force.com/lightning/r/Case/5005e00000LbkxXAAR/view",https://ta-admin.guildeducation.com/member-payments?searchTerm=PI2183673&page=0&attribute=studentId
161_LI7274655,West,Saint Francis Medical Center College of Nursing,mp3override,TRUE,2023-08-25 21:35:29.026 +0000,LI7274655,161,"Program code was incorrect, so student appeared ineligble. We have confirmed that student is eligible. 

https://guildeducation3.lightning.force.com/lightning/r/Case/5005e00000LbkxXAAR/view",https://ta-admin.guildeducation.com/member-payments?searchTerm=LI7274655&page=0&attribute=studentId
161_HE3809880,West,Saint Francis Medical Center College of Nursing,mp3override,TRUE,2023-08-25 21:35:01.364 +0000,HE3809880,161,"Program code was incorrect, so student appeared ineligble. We have confirmed that student is eligible. 

https://guildeducation3.lightning.force.com/lightning/r/Case/5005e00000LbkxXAAR/view",https://ta-admin.guildeducation.com/member-payments?searchTerm=HE3809880&page=0&attribute=studentId
202390_836786168,Daves,Colorado State University College of Business,mp3override,FALSE,2023-08-23 16:16:01.181 +0000,836786168,202390,"Member does not wish to use EP funding 

https://guildeducation3.lightning.force.com/lightning/r/Case/5005e00000LbExxAAF/view",https://ta-admin.guildeducation.com/member-payments?searchTerm=836786168&page=0&attribute=studentId
202410_950517733,Daves,North Carolina Agricultural and Technical State University,mp3override,TRUE,2023-08-23 16:06:26.827 +0000,950517733,202410,"Inaccurate program data from LP

https://guildeducation3.lightning.force.com/lightning/r/Case/5005e00000Lbo14AAB/view",https://ta-admin.guildeducation.com/member-payments?searchTerm=950517733&page=0&attribute=studentId
202410_950502372,Daves,North Carolina Agricultural and Technical State University,mp3override,TRUE,2023-08-23 16:05:46.774 +0000,950502372,202410,"Inaccurate program data from LP

https://guildeducation3.lightning.force.com/lightning/r/Case/5005e00000Lbo14AAB/view",https://ta-admin.guildeducation.com/member-payments?searchTerm=950502372&page=0&attribute=studentId
202410_950533898,Daves,North Carolina Agricultural and Technical State University,mp3override,TRUE,2023-08-23 16:04:47.237 +0000,950533898,202410,"Incorrect program data from LP

https://guildeducation3.lightning.force.com/lightning/r/Case/5005e00000Lbo14AAB/view",https://ta-admin.guildeducation.com/member-payments?searchTerm=950533898&page=0&attribute=studentId
